Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Kenya,KEN,Income share held by lowest 20%,SI.DST.FRST.20,6.2,..,..,..,..,7.3,7.2,..,..,..
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.8940457,18.16215929,17.50350921,17.31314613,16.93054523,17.40028763,17.15243578,17.5274481,16.85806939,16.07751816
Kenya,KEN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,9.238654684,5.849628946,7.581934028,4.215028415,4.275234239,4.948852833,4.330747559,6.957054456,6.107802092,6.315167464
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.279,62.526,62.725,62.825,62.939,61.596,61.225,63.549,63.646,..
Kenya,KEN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,31.37316,26.46790329,27.34636049,25.41132619,23.4054254,21.32876216,23.97185314,24.96920502,23.85814203,22.78417517
Kenya,KEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.203169408,1.247309801,1.237594001,1.207385368,1.112571179,1.108434196,1.077200252,1.0102052,0.905816835,..
Kenya,KEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,80.0958,80.9772,87.0265,98.5945,106.548,117.603,122.298,121.169,120.612,..
Kenya,KEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,47.4,46,45.3,44.3,43.3,42.8,41.9,41.1,39.9,..
Kenya,KEN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,97.4,100.7,95.8,94.2,98.4,91.7,86.5,91.9,..
Kenya,KEN,Net migration,SM.POP.NETM,-95977,-29728,-68702,-115436,-61949,-17111,-52552,-10003,-10003,-19781
Kenya,KEN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2463560059,2188389893,2480219971,2491010010,3171919922,3989209961,3176919922,2652010010,..,..
Kenya,KEN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1569267850,1744639175,1962273106,2720366061,2838192215,3107932253,3770089639,4059710201,4227611606,..
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,82.7362793,84.583208,86.44229188,88.21574129,89.96525811,91.74778438,93.5080402,95.32357768,..,..
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2.227032943,2.207756846,2.17412855,2.030837442,1.963815498,1.961976337,1.900408589,1.922976082,1.982960285,1.957514316
Kenya,KEN,"Population, total",SP.POP.TOTL,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944
Kenya,KEN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,37.7,..,..,..,..,44.4,46.4,..,..,..
Kenya,KEN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,36.1,..,..,..,..,..,38.6,..,..,..
Kenya,KEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.9,4.8,4.6,4.4,4.2,4,3.9,3.7,..,..
Kenya,KEN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,13,..,..,..,..,..,9.8,..,..
Kenya,KEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.0845795,102.7265854,..,..,..,..,..,..,..,..
Kenya,KEN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.35154294,19.06577553,21.1458722,18.67893421,19.09780507,17.6588131,17.34523835,17.88260949,18.54606462,..
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.4523468,104.7889175,..,..,78.83915403,..,..,..,..,..
Kenya,KEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Surface area (sq. km),AG.SRF.TOTL.K2,580370,580370,580370,580370,580370,580370,580370,580370,..,..
Kenya,KEN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.83948265,14.96647273,15.05246413,14.36127892,15.10010935,14.29982263,13.55464432,14.59934963,13.99311977,..
Kenya,KEN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,10.3,10.5,10.5,10.5,10.5,10.5,10.5,10.3,10.3,11.8
Kenya,KEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.33004714,11.1736383,14.59744439,23.69950627,38.42730244,28.75309129,20.3682613,23.67321337,30.17912592,..
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,3.9448735,3.93489984,3.909609503,3.777407987,3.713134083,3.720516537,3.663658453,3.693612536,3.753281213,3.733648653
