Country Name,Country Code,Series Name,Series Code,2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040]
Ghana,GHA,"Age population, age 10, female",SP.POP.AG10.FE.IN,409422,410562,405498,402384,403952,405766,407950,409916.5,412535.5,415313.5,417635,420554,423569,426888.5,430344.5,433737.5
Ghana,GHA,"Age population, age 10, male",SP.POP.AG10.MA.IN,418076,419498,414617.5,411638,413305,415217,417551,419714,422511.5,425336.5,427639.5,430522.5,433513.5,436856,440342,443739
Ghana,GHA,"Age population, age 11, female",SP.POP.AG11.FE.IN,405308.5,408759,409892,404841.5,401732,403312,405139.5,407331,409315,411939.5,414705.5,417017,419946.5,422966,426276.5,429741
Ghana,GHA,"Age population, age 11, male",SP.POP.AG11.MA.IN,413564.5,417142,418555.5,413691,410718,412397,414321.5,416662,418842.5,421644,424454.5,426745.5,429638,432633,435964.5,439457
Ghana,GHA,"Age population, age 12, female",SP.POP.AG12.FE.IN,400042.5,404708,408149,409286,404241,401148,402740,404574,406781.5,408771,411384,414139.5,416460.5,419394,422405,425722.5
Ghana,GHA,"Age population, age 12, male",SP.POP.AG12.MA.IN,408074,412715,416280,417696.5,412841,409886.5,411577,413508.5,415864.5,418049,420837,423635,425935,428830.5,431815.5,435153
Ghana,GHA,"Age population, age 13, female",SP.POP.AG13.FE.IN,391486,399472.5,404127,407569,408705.5,403678,400601,402200,404049.5,406261.5,408240.5,410844,413608,415933,418858.5,421876.5
Ghana,GHA,"Age population, age 13, male",SP.POP.AG13.MA.IN,399260,407263.5,411890.5,415455,416870,412035,409099.5,410797,412743,415102.5,417275,420051,422857,425161,428047,431037.5
Ghana,GHA,"Age population, age 14, female",SP.POP.AG14.FE.IN,381218,390916,398889,403544,406983.5,408130.5,403121.5,400056.5,401670.5,403525.5,405728.5,407699.5,410311,413078.5,415397,418329
Ghana,GHA,"Age population, age 14, male",SP.POP.AG14.MA.IN,388558,398445.5,406430.5,411056,414616,416041,411228,408307,410019,411969.5,414318,416480.5,419264,422072.5,424368.5,427260.5
Ghana,GHA,"Age population, age 15, female",SP.POP.AG15.FE.IN,369793,380609.5,390291,398260,402911,406359,407519,402526,399482,401102,402948,405142.5,407122.5,409738,412499,414825
Ghana,GHA,"Age population, age 15, male",SP.POP.AG15.MA.IN,376520.5,387686.5,397551,405527,410146,413713.5,415151,410357,407459.5,409176.5,411116.5,413455,415625.5,418411.5,421211.5,423513.5
Ghana,GHA,"Age population, age 16, female",SP.POP.AG16.FE.IN,359670.5,369081.5,379877,389550.5,397509,402167,405625.5,406794,401825.5,398793,400402,402238,404441.5,406425.5,409032.5,411800
Ghana,GHA,"Age population, age 16, male",SP.POP.AG16.MA.IN,365785.5,375512,386647.5,396497,404457.5,409080.5,412655.5,414101,409336,406452,408157,410084.5,412430,414603.5,417378.5,420183.5
Ghana,GHA,"Age population, age 17, female",SP.POP.AG17.FE.IN,352174.5,358780.5,368164.5,378945,388600,396559.5,401225,404687,405873.5,400918,397875,399468,401312.5,403517.5,405488,408100.5
Ghana,GHA,"Age population, age 17, male",SP.POP.AG17.MA.IN,357824,364545.5,374235.5,385346.5,395168.5,403124,407752,411328.5,412791.5,408044,405151,406836.5,408772,411118.5,413275.5,416053.5
Ghana,GHA,"Age population, age 18, female",SP.POP.AG18.FE.IN,346686,351060,357633,366998,377749.5,387399.5,395359.5,400024,403502,404690,399718,396656.5,398257.5,400101,402283.5,404258.5
Ghana,GHA,"Age population, age 18, male",SP.POP.AG18.MA.IN,351998,356291.5,362972.5,372633.5,383703.5,393511.5,401460.5,406084,409674.5,411138,406377.5,403467.5,405160.5,407093.5,409414,411574
Ghana,GHA,"Age population, age 19, female",SP.POP.AG19.FE.IN,341411,345359.5,349694,356246.5,365576,376317.5,385963,393913,398592,402064.5,403217,398220.5,395172.5,396769.5,398583,400768.5
Ghana,GHA,"Age population, age 19, male",SP.POP.AG19.MA.IN,346295.5,350179.5,354428.5,361081.5,370695.5,381743.5,391536.5,399467,404101.5,407683.5,409108.5,404328,401437,403125,405025,407346
Ghana,GHA,"Age population, age 20, female",SP.POP.AG20.FE.IN,332230,339936,343838,348152,354667.5,363987,374720,384349,392307.5,396976,400401.5,401512.5,396532,393485,395045.5,396860.5
Ghana,GHA,"Age population, age 20, male",SP.POP.AG20.MA.IN,336709.5,344262,348094,352318.5,358926.5,368519,379545,389310,397242,401861.5,405390,406770,402014.5,399130,400778.5,402679
Ghana,GHA,"Age population, age 21, female",SP.POP.AG21.FE.IN,322937.5,330710,338354,342232.5,346508.5,353018.5,362332,373044,382679.5,390620.5,395232.5,398606,399724,394746.5,391664.5,393226.5
Ghana,GHA,"Age population, age 21, male",SP.POP.AG21.MA.IN,327105.5,334590.5,342069.5,345875,350057,356652.5,366226.5,377216.5,386977,394881,399437,402908,404295.5,399552,396637,398287
Ghana,GHA,"Age population, age 22, female",SP.POP.AG22.FE.IN,316452.5,321466.5,329170.5,336780.5,340617.5,344893.5,351403.5,360697.5,371417,381031,388903,393455,396833,397944,392931,389860
Ghana,GHA,"Age population, age 22, male",SP.POP.AG22.MA.IN,320291.5,325023,332427,339862.5,343622.5,347801.5,354390,363932.5,374916.5,384641.5,392463.5,396951.5,400425,401806,397034.5,394137
Ghana,GHA,"Age population, age 23, female",SP.POP.AG23.FE.IN,309506.5,315087.5,320032.5,327700.5,335258,339098,343380.5,349877.5,359186,369881.5,379417.5,387218.5,391776,395145,396207,391210
Ghana,GHA,"Age population, age 23, male",SP.POP.AG23.MA.IN,312957.5,318324,322979,330338,337710,341471,345654.5,352222,361767,372711,382341,390078.5,394569,398030.5,399359.5,394614.5
Ghana,GHA,"Age population, age 24, female",SP.POP.AG24.FE.IN,301852,308269,313776,318691,326304,333858.5,337708.5,341983.5,348504,357791.5,368403,377861.5,385665.5,390213,393526.5,394598
Ghana,GHA,"Age population, age 24, male",SP.POP.AG24.MA.IN,304854.5,311149,316432.5,321052,328345,335706,339475.5,343648,350233.5,359744.5,370584,380119,387851,392326.5,395726,397065.5
Ghana,GHA,"Age population, age 25, female",SP.POP.AG25.FE.IN,291496.5,300732,307071,312546.5,317411.5,325023.5,332582.5,336428,340735,347241.5,356445.5,366975,376435,384225,388715,392037
Ghana,GHA,"Age population, age 25, male",SP.POP.AG25.MA.IN,294010,303209,309413.5,314658.5,319221.5,326506,333864.5,337626,341828.5,348391,357800.5,368539,378064,385772,390182,393587.5
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.607,..,..,..,..,24.319,..,..,..,..,23.315,..,..,..,..,22.179
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.987,..,..,..,..,6.944,..,..,..,..,7.026,..,..,..,..,7.196
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.3,..,..,..,..,3.1,..,..,..,..,2.929,..,..,..,..,2.783
Ghana,GHA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.363,..,..,..,..,69.388,..,..,..,..,70.349,..,..,..,..,71.254
Ghana,GHA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.493,..,..,..,..,64.363,..,..,..,..,65.149,..,..,..,..,65.873
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.886,..,..,..,..,66.829,..,..,..,..,67.697,..,..,..,..,68.508
Ghana,GHA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Net migration,SM.POP.NETM,-17079,-24195,-26199,-28442,-32611,-28681,-32277,-30286,-29744,-32332,-38782,-40844,-38210,-42445,-45440,-42433
Ghana,GHA,Number of deaths ages 10-14 years,SH.DTH.1014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of deaths ages 10-19 years,SH.DTH.1019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of deaths ages 15-19 years,SH.DTH.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of deaths ages 20-24 years,SH.DTH.2024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of deaths ages 5-14 years,SH.DTH.0514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of deaths ages 5-9 years,SH.DTH.0509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Number of infant deaths, female",SH.DTH.IMRT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Number of infant deaths, male",SH.DTH.IMRT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of neonatal deaths,SH.DTH.NMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Number of under-five deaths,SH.DTH.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Number of under-five deaths, female",SH.DTH.MORT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Number of under-five deaths, male",SH.DTH.MORT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Population ages 00-04, female",SP.POP.0004.FE,2105075,2117433,2130725,2144728,2159370,2175164,2191624,2208641,2226391,2244610,2262805,2280664,2297871,2313737,2328113,2341143
Ghana,GHA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,11.99138645,11.84566968,11.71082661,11.58419823,11.46527648,11.35558554,11.25207977,11.15423115,11.06194973,10.97432488,10.88992399,10.80723628,10.72390942,10.6372141,10.54733206,10.45446573
Ghana,GHA,"Population ages 00-04, male",SP.POP.0004.MA,2168733,2181666,2195303,2209500,2224322,2240324,2257043,2274391,2292498,2311037,2329519,2347629,2365011,2380996,2395489,2408626
Ghana,GHA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,12.38612104,12.24114866,12.10615859,11.97881503,11.85943546,11.74969942,11.64666578,11.54989968,11.45896322,11.37272912,11.28989308,11.20889647,11.1270415,11.04171986,10.95338313,10.86207384
Ghana,GHA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.42967703,35.01147151,34.57161715,34.1213706,33.68002972,33.25185078,32.8481862,32.49987495,32.19557605,31.91112321,31.64418172,31.39147943,31.15060561,30.91768928,30.69265965,30.47521503
Ghana,GHA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6134136,6170747,6200447,6225502,6249248,6273111,6299539,6334614,6376983,6421744,6467896,6514880,6562870,6610851,6658364,6705795
Ghana,GHA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,34.94260076,34.52134288,34.07870741,33.62545509,33.18067855,32.74918515,32.34265419,31.99150716,31.68440354,31.39712444,31.12724709,30.87165094,30.62818732,30.39284386,30.16519867,29.94499237
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6289022,6327493,6358821,6385522,6410977,6436441,6464216,6500494,6543979,6589747,6636768,6684439,6732886,6781140,6828868,6876505
Ghana,GHA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.91801937,35.50305144,35.0661772,34.61914652,34.1814652,33.75683475,33.35627963,33.01105817,32.70982523,32.42847132,32.16475452,31.91524861,31.6772742,31.44710322,31.22501999,31.01067605
Ghana,GHA,"Population ages 0-14, total",SP.POP.0014.TO,12423158,12498240,12559268,12611025,12660226,12709552,12763755,12835108,12920962,13011491,13104664,13199318,13295756,13391990,13487232,13582300
Ghana,GHA,"Population ages 05-09, female",SP.POP.0509.FE,2041584,2038896,2043167,2053150,2064264,2075913,2088364,2101895,2116240,2131323,2147397,2163963,2181104,2198854,2216970,2235246
Ghana,GHA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.62971519,11.4063087,11.22959021,11.08956315,10.96030936,10.83743661,10.72193208,10.61513766,10.51466073,10.42044076,10.33451407,10.25423261,10.17897077,10.10905122,10.04380963,9.981578535
Ghana,GHA,"Population ages 05-09, male",SP.POP.0509.MA,2092757,2090763,2095744,2106486,2118306,2130541,2143395,2157115,2171500,2186609,2202725,2219375,2236667,2254590,2272841,2291233
Ghana,GHA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.95220505,11.73110489,11.55713059,11.42032671,11.29418897,11.17392416,11.06022837,10.95434166,10.85415936,10.7604079,10.67539496,10.59653536,10.52320353,10.45551776,10.39257248,10.33267173
Ghana,GHA,"Population ages 10-14, female",SP.POP.1014.FE,1987477,2014418,2026555,2027625,2025614,2022035,2019552,2024078,2034352,2045811,2057693,2070254,2083895,2098260,2113282,2129406
Ghana,GHA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.32149912,11.26936451,11.13829059,10.95169371,10.75509271,10.556163,10.36864234,10.22213835,10.10779308,10.00235879,9.902809039,9.810182051,9.725307133,9.646578539,9.574056973,9.508948103
Ghana,GHA,"Population ages 10-14, male",SP.POP.1014.MA,2027533,2055064,2067774,2069537,2068350,2065576,2063777,2068989,2079981,2092102,2104524,2117434,2131207,2145553,2160537,2176647
Ghana,GHA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.57969328,11.53079789,11.40288802,11.22000477,11.02784077,10.83321118,10.64938548,10.50681682,10.39670265,10.2953343,10.19946648,10.10981678,10.02702918,9.949865602,9.879064381,9.815930475
Ghana,GHA,"Population ages 15-19, female",SP.POP.1519.FE,1769735,1804891,1845660,1890000,1932345,1968803,1995692,2007944,2009275,2007568,2004160,2001725,2006307,2016552,2027886,2039752
Ghana,GHA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.08114974,10.0971991,10.14405819,10.20835027,10.25987923,10.27826187,10.246142,10.14065731,9.98319659,9.81537905,9.645174932,9.485450371,9.363210198,9.270930401,9.187179323,9.108594656
Ghana,GHA,"Population ages 15-19, male",SP.POP.1519.MA,1798423,1834215,1875835,1921085,1964171,2001173,2028555,2041338,2043363,2042494,2039910,2038172,2043425,2054352,2066304,2078671
Ghana,GHA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.27120035,10.29163201,10.34442664,10.41517677,10.47238864,10.49543782,10.46763749,10.36639845,10.21367149,10.05121336,9.8863205,9.731370875,9.614024957,9.526926764,9.448183698,9.374090106
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.7826271,61.09240333,61.39522966,61.70668509,62.01095725,62.30641528,62.58073522,62.7994991,62.96954169,63.11285834,63.24061584,63.37022982,63.49207251,63.59504358,63.68458142,63.76563862
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,10688495,10938980,11189329,11443250,11697635,11952841,12206476,12451287,12689004,12923044,13154082,13385308,13615586,13841959,14064594,14285214
Ghana,GHA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,60.88613473,61.19652602,61.49845048,61.80778001,62.10914268,62.40058608,62.66963101,62.88235113,63.04603475,63.18321817,63.30503891,63.42811713,63.54242934,63.63727309,63.71854364,63.79118469
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,10624490,10869515,11114492,11363117,11612104,11861973,12110397,12349989,12582389,12810691,13035472,13260261,13484212,13704220,13920232,14134079
Ghana,GHA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,60.67885042,60.98797232,61.29166324,61.60521091,61.912362,62.21181015,62.49138901,62.71618823,62.89258823,63.04204003,63.17573936,63.31190368,63.44130599,63.55244648,63.65030374,63.73984017
Ghana,GHA,"Population ages 15-64, total",SP.POP.1564.TO,21312986,21808496,22303821,22806368,23309739,23814814,24316873,24801276,25271393,25733735,26189554,26645569,27099797,27546178,27984826,28419293
Ghana,GHA,"Population ages 20-24, female",SP.POP.2024.FE,1582978,1615469,1645171,1673557,1703355,1734855,1769545,1809951,1854094,1896301,1932358,1958654,1970531,1971534,1969375,1965755
Ghana,GHA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.017306714,9.037505388,9.042139327,9.039286215,9.044046064,9.056926296,9.085071352,9.140741931,9.212171006,9.27137354,9.29961985,9.281347801,9.196247569,9.063963832,8.922097536,8.778155922
Ghana,GHA,"Population ages 20-24, male",SP.POP.2024.MA,1601918,1633349,1662002,1689446,1718661,1750150,1785292,1826329,1871136,1913839,1950215,1976827,1989155,1990845,1989535,1986783
Ghana,GHA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.148916181,9.164586325,9.165229225,9.159341805,9.163400706,9.178911815,9.212360339,9.274534036,9.352801442,9.418098241,9.451618332,9.438477916,9.3586923,9.23241709,9.097157209,8.959709037
Ghana,GHA,"Population ages 25-29, female",SP.POP.2529.FE,1366464,1403909,1443895,1482805,1518481,1551711,1583484,1612804,1641108,1670970,1702133,1736065,1775734,1818956,1860059,1895433
Ghana,GHA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.783952536,7.853963866,7.935889487,8.00899091,8.062448874,8.100805878,8.129812573,8.145094026,8.153940491,8.169689901,8.191646646,8.226579346,8.287151548,8.362498971,8.426849926,8.46413251
Ghana,GHA,"Population ages 25-29, male",SP.POP.2529.MA,1376204,1412915,1452204,1490358,1525137,1557238,1587753,1615868,1643100,1672232,1703185,1737308,1777304,1820855,1862129,1897571
Ghana,GHA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.859812855,7.927754591,8.008283107,8.079982287,8.131584344,8.167157259,8.193030751,8.205760368,8.212969753,8.229133398,8.254400242,8.294882613,8.361965728,8.444101594,8.514590594,8.557391299
Ghana,GHA,"Population ages 30-34, female",SP.POP.3034.FE,1258971,1269588,1280095,1294109,1314207,1343209,1379916,1419437,1458138,1493857,1526891,1558177,1587066,1614737,1643755,1674395
Ghana,GHA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.171624662,7.102524648,7.035616857,6.989797861,6.977846473,7.012307587,7.084670582,7.168538662,7.244841204,7.303748339,7.348278568,7.38363507,7.40665889,7.423623438,7.446903794,7.477076434
Ghana,GHA,"Population ages 30-34, male",SP.POP.3034.MA,1263591,1273180,1282674,1295753,1314982,1343056,1378764,1417322,1455023,1489634,1521331,1551140,1578625,1605017,1633070,1663268
Ghana,GHA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.216649019,7.143712808,7.073400521,7.024935513,7.011101658,7.043849148,7.1146201,7.197501527,7.27287659,7.330562127,7.373051834,7.40601244,7.427209197,7.443166594,7.467217611,7.500765232
Ghana,GHA,"Population ages 35-39, female",SP.POP.3539.FE,1152354,1171805,1190185,1207934,1224053,1237251,1247661,1258164,1272275,1292530,1321394,1357657,1396715,1434813,1469836,1502436
Ghana,GHA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.564292547,6.555491935,6.541456222,6.5243457,6.499169574,6.459149547,6.405651096,6.354066632,6.32137285,6.319424818,6.359310775,6.433445963,6.518311858,6.596435282,6.658977332,6.709186786
Ghana,GHA,"Population ages 35-39, male",SP.POP.3539.MA,1152375,1171348,1188965,1205642,1220410,1232326,1241638,1251070,1264169,1283434,1311171,1346164,1383965,1420769,1454404,1485426
Ghana,GHA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.581472331,6.572338887,6.55663552,6.536395465,6.506871254,6.463107215,6.407032842,6.3532317,6.3189002,6.315844253,6.354524711,6.42733758,6.511361492,6.588725891,6.650266775,6.698758886
Ghana,GHA,"Population ages 40-44, female",SP.POP.4044.FE,1010502,1043157,1071010,1091020,1109049,1128545,1147739,1166011,1183762,1200003,1213256,1223634,1234116,1248055,1267954,1296466
Ghana,GHA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.756244306,5.835789488,5.886450174,5.892867415,5.888550432,5.891642783,5.892638566,5.888671719,5.881590998,5.867040286,5.838888291,5.798357257,5.75948267,5.737830669,5.744364416,5.789419686
Ghana,GHA,"Population ages 40-44, male",SP.POP.4044.MA,1001747,1034679,1062899,1082683,1100372,1119523,1138073,1155443,1171998,1186783,1198663,1207862,1217192,1230003,1248741,1275900
Ghana,GHA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.721199152,5.805497377,5.861432765,5.869775206,5.866860876,5.871498381,5.87262,5.867612458,5.858186996,5.840219932,5.809258097,5.767011242,5.726718168,5.704063016,5.709872073,5.753870836
Ghana,GHA,"Population ages 45-49, female",SP.POP.4549.FE,849635,875962,903836,932753,958226,985204,1017240,1044684,1064555,1082557,1101916,1120893,1138978,1156492,1172462,1185597
Ghana,GHA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.839875835,4.900441478,4.967633468,5.038026105,5.087745972,5.143321743,5.222639747,5.275937733,5.28930427,5.292826915,5.303055934,5.311502591,5.315484162,5.316874975,5.311747624,5.294329826
Ghana,GHA,"Population ages 45-49, male",SP.POP.4549.MA,832922,859525,887550,916563,941119,966984,998944,1026451,1045900,1063388,1082209,1100359,1117375,1133533,1147905,1159560
